filesize,extflag,entropy,malicious
221696,1,6.84192200951487,1
116736,1,5.269034074807624,1
82432,1,5.848163765449452,0
208944,1,6.3135960217769895,0
105808,1,6.47876902961464,0
86016,1,7.247720617680525,1
37280,1,6.044109839661982,0
188840,1,5.764142158796737,1
247296,1,7.755254330679327,1
19472,1,5.730520339031148,0
339968,1,6.436205508638113,0
55808,1,7.880441974066031,1
123904,1,5.413105905254545,1
19360,1,5.966183266078051,0
1536,1,3.3517969424397305,0
2206720,1,6.643596252836974,0
13312,1,5.167258310993328,0
180736,1,7.72463894485991,1
393232,1,6.7759607891026175,0
212992,1,6.509898701166984,0
190976,1,7.757464096798004,1
15776,1,6.227469251590447,0
118272,1,5.231007024062164,1
44544,1,6.517643737361776,1
252432,1,6.558169640539107,0
178688,1,5.796228763716711,0
25600,1,5.433165469666827,1
44304,1,6.658251029222916,0
320000,1,6.875313037903108,0
14336,1,5.423128791495401,0
229376,1,5.685449196244375,0
44104,1,5.029807023951524,0
294400,1,6.559186880889477,0
80896,1,7.096243810051972,1
81920,1,5.925268507952177,0
118272,1,5.231021994289396,1
17008,1,5.5674857795505766,0
395776,1,7.74637217306145,1
37352,1,4.172257471801693,0
249856,1,5.541329965241822,1
291328,1,7.751932636061392,1
79872,1,6.253514247447898,1
84480,1,6.073966769632075,0
129024,1,7.4617379601498675,1
94208,1,7.641053730072681,1
755712,1,6.662331038349678,1
123904,1,5.185005968870314,1
155136,1,6.640249437792663,0
60416,1,7.422596379990773,1
75352,1,5.245266952656922,0
414080,1,6.5575310114944125,0
628256,1,6.4300682961625615,0
3765048,1,7.006716866039334,0
246272,1,7.59040192720315,1
111616,1,4.671774790662269,1
1077327,1,6.817349194967364,0
355832,1,6.565115643735165,0
115512,1,6.521062661542076,0
71680,1,7.188080558591755,1
268800,1,7.5646873110453905,1
46680,1,6.490565479811327,1
237568,1,6.597684002277068,0
407040,1,6.432798613745378,1
176768,1,6.325881011663304,0
12825088,1,7.900549840503167,0
116736,1,5.394174493341348,1
95232,1,7.60299129033129,1
3596784,1,7.990805885504906,0
327680,1,7.341390530017829,1
24576,1,5.134503649029739,0
205312,1,4.760175139214583,1
32256,1,6.430606066773956,1
1350144,1,6.711948928787769,0
19472,1,5.641810206248664,0
96768,1,7.028354284587885,1
352256,1,7.773508413758643,1
745472,1,6.750295889160974,0
143360,1,7.388320730631606,1
688672,1,4.75536649046498,0
2359296,1,6.497265890216911,0
12800,1,4.787583663572222,0
123904,1,5.185001872092708,1
15872,1,5.517791995873808,1
121856,1,5.521679866315325,1
92672,1,7.6207896771722945,1
174080,1,7.818296248645144,1
113744,1,6.006618564065548,1
471040,1,6.601116316009692,0
36864,1,6.321578136794312,0
805888,1,7.937657044730444,1
363800,1,6.301495021839413,0
17920,1,5.298230269472578,1
66560,1,7.81091840961527,1
149504,1,7.588052477608922,1
140800,1,7.328307589236676,1
12856,1,6.100039569630528,0
22528,1,6.643541975712984,1
23040,1,7.5830572398417315,1
92160,1,7.315589364268015,0
449872,1,6.397549462196377,0
18944,1,5.435619469155357,1
75776,1,4.371081874525611,1
1150464,1,6.162590774089456,0
16856,1,6.5564050786072245,0
122880,1,5.4984939065449465,1
1174016,1,6.939034945821611,0
116224,1,6.948241878973932,1
118784,1,7.431756604666003,1
200192,1,7.811302537714111,1
32768,1,3.671587223860093,0
515584,1,6.0295697230510905,0
165888,1,6.864957940301223,1
200312,1,6.333444740185721,0
118784,1,5.489721712628856,1
114176,1,5.578477159451965,1
327680,1,7.1967338512551935,1
40448,1,5.998380404110926,0
9728,1,4.902151619931964,0
664080,1,6.6217353948281525,0
488960,1,7.713684044479374,1
392304,1,5.435032142586085,0
125952,1,6.124691987066357,1
29464,1,6.484754606018917,0
134472,1,6.4121130217101685,0
30056,1,3.001827656127695,0
9216,1,5.022189725136459,0
123904,1,5.4131214580580025,1
123904,1,5.1849847176319495,1
216184,1,5.943984469069712,0
176128,1,6.950103137248069,1
199168,1,7.793327677299519,1
111616,1,7.680569557363441,1
522240,1,7.936240873421928,1
48128,1,6.488517697719885,1
17008,1,5.933073547457789,0
126976,1,5.817370338643516,1
200704,1,5.783140430457332,0
81920,1,5.808163978874789,1
917968,1,7.986165009421885,0
503296,1,7.977681428988036,1
113736,1,5.93813450854748,0
22016,1,4.211564375310706,1
4608,1,4.104763984346704,0
142336,1,6.168263359396982,0
31232,1,6.077875551188367,0
113664,1,5.450046314159063,1
81920,1,5.570179760049585,0
150016,1,7.207115013447426,1
150528,1,7.81245424142074,1
66770,1,6.03390976660477,1
484864,1,6.694869471334819,0
109056,1,7.014509295239762,0
15616,1,6.991439041042177,1
78848,1,6.341362484637561,1
125952,1,5.311189605427471,1
58880,1,6.843401394157861,1
105472,1,5.627839971291791,1
129536,1,7.338823204433009,1
82432,0,6.375220049636785,0
95800,1,5.525852230250256,0
123904,1,5.185042243582416,1
6350145,1,7.995898596446533,0
28672,1,6.219178676870603,0
24064,1,6.280322426274285,0
118784,1,5.489693372384562,1
226600,0,6.748696024238186,0
78848,1,6.408041732720854,1
13824,1,5.659661694241429,0
118784,1,6.193569784180463,1
349696,1,4.847427034950548,0
489376,1,6.352171386250456,0
1501696,1,6.743669233490595,0
1001376,1,6.361048489837749,0
393216,1,5.819401325475023,0
115712,1,7.227722303594961,1
150528,1,6.907804004037314,0
731144,1,6.731559781658942,1
29696,1,5.465738227981056,0
569344,1,7.732713576386203,1
977408,1,7.446490217644692,1
104960,1,7.030315171538411,0
37376,1,6.197231990251311,1
17920,1,5.637210500425315,0
692224,1,5.594387723972689,0
143872,1,6.934765005965244,1
95744,1,6.1509213524006885,0
221200,1,6.327662746200431,0
36864,0,6.350436007746217,0
628224,1,6.344644578727923,0
160272,1,6.431567104924641,0
146944,1,6.421540491911553,1
18960,1,5.6926617114351314,0
103424,1,5.6456081851252655,1
73480,1,7.033096214664201,1
150016,1,7.577934685823494,1
108971168,1,7.999997116979225,0
8704,1,4.679023552718053,0
88576,0,6.411989316518361,0
94208,1,5.9311203483378,1
19968,1,5.852789885866002,0
368640,1,7.585351894891799,1
1327104,1,6.469211830412073,0
836621,1,6.694416060767098,1
32768,1,3.365906875638,0
208928,1,6.517419092640288,0
79328,1,4.122180892492568,1
98960,1,6.173438009490487,0
92672,1,7.668034527250897,1
92672,1,7.662916427446699,1
103424,1,5.645730761612684,1
50176,1,6.302840221598101,0
251904,1,6.29350120782383,0
20160,1,6.131733035475831,0
85722,1,7.5866739791066,1
26624,1,7.688645933616636,1
510464,1,6.645574856474563,1
86016,1,5.879824569598578,1
47104,1,6.365350300481424,0
483328,1,7.825086323757071,1
485200,1,6.44282714681134,0
4467192,1,7.906431195380993,0
96256,1,7.225577819383472,0
61440,1,5.313135841175646,0
94720,1,7.647671197289332,1
247712,1,5.5567537471018,0
126976,1,5.36085859522756,1
68989,1,7.766625531455692,1
33280,1,5.6597608211433,0
26112,1,4.6250107628342105,1
59656,1,5.998199336426641,1
117248,1,5.961749355073116,0
113152,1,5.556195611691216,1
94208,1,5.118412472691229,0
110080,1,5.862414271840461,0
59027,1,5.498004743132782,1
122880,1,5.32576456242143,1
57872,1,5.955244172944596,0
93184,1,7.664071043910151,1
117248,1,5.2685922242246095,1
1098752,1,6.3283724455639625,0
46080,1,5.607239905297658,0
15648,1,6.238471582061974,0
45056,1,5.975640309385647,1
130560,1,7.345473553004743,1
62976,1,7.498233010530501,1
143360,1,5.502651850286504,0
39936,1,6.946854544809989,1
49152,1,4.538292987401766,1
17920,1,6.132926534623061,1
532480,1,5.834639623262028,0
94208,1,7.640559194587745,1
10864,1,6.358783210813855,0
23160,1,5.500641041033784,0
15872,1,7.569032128840864,1
31824,1,6.592631331769004,0
266752,1,6.489507822433573,0
522808,1,6.629851332986206,0
94720,1,7.601114966330491,1
61440,1,4.830669576442758,0
78336,1,6.2321042398941096,1
136008,1,6.708640987851755,0
3737600,1,3.516864753153779,0
118784,1,5.696311992970142,1
180224,1,6.975726958026366,1
112640,1,5.196673338260138,1
26624,1,3.6798642783899873,0
125952,1,5.311165705355282,1
162787,1,6.2325172151549415,1
356352,1,6.2964785295714005,0
208896,1,7.697854567257893,1
575488,1,2.325618742989252,1
103424,1,5.6449901714918,1
626688,1,6.831613743997589,0
170496,1,6.950698076340005,1
74272,1,5.70107772031899,0
454656,1,7.493661043655344,1
84928,1,6.909957454303382,1
387584,1,6.233152859674707,0
22016,1,5.7486403941294,0
184322,1,6.266238243702879,1
116736,1,5.394165547046736,1
18920,1,5.613612266528492,0
118272,1,5.231041726211782,1
18432,1,5.43387030911048,1
262672,1,6.23516403074064,0
882400,1,6.598828136516626,0
15360,1,3.596448420220119,0
2448168,1,7.734148648876806,0
210944,1,7.151461085706469,1
2560,1,3.70782597278405,0
79872,1,6.253510082100584,1
31232,1,6.521315291634811,1
88608,1,6.411016815373043,0
31472,1,6.355132868052795,0
56320,1,6.000378747705141,1
89600,1,6.46929682960805,0
106496,1,5.577861094755175,0
48640,1,6.484511216125159,1
57344,1,7.919818818169464,1
87552,1,7.28542780238886,1
670720,1,6.326384183309111,0
967168,1,6.6185122738002775,0
28672,1,5.436701699349322,1
110080,1,6.138627932049551,0
114688,1,7.67100126827662,1
1172608,1,7.918205406762745,0
407040,1,6.433053612097365,1
114176,1,5.578432223145974,1
234792,1,6.551382466590973,0
27136,1,5.217842616413596,1
131646,1,6.404264482031008,1
126977,1,7.966972494978067,1
333824,1,7.60021312280003,1
122880,1,5.325794923212091,1
39936,1,6.827496968228559,1
777216,1,6.7373189290749504,1
228520,1,6.092610792714536,0
71168,1,7.6069122621233936,1
104448,1,5.579135358367355,1
43008,1,6.637830807271763,1
109056,1,5.752379679679595,1
73728,1,4.438322023656417,1
649728,1,7.992398094725627,1
19472,1,5.631330557322644,0
28672,1,5.994140397706056,1
321874,1,6.751757384263668,1
738816,1,5.480953668252815,1
93696,1,7.626740765608877,1
109528,1,6.209711861759158,0
581120,0,6.38183572915497,0
15496704,1,7.977936196895911,0
191488,1,5.604052701441347,0
117248,1,5.530177277470284,1
243712,1,7.580744641062067,1
32768,1,6.174971157258133,1
46080,1,6.046995052116415,1
1064960,1,6.275513060390669,0
2521464,1,6.494234127996034,0
75776,1,6.347802875936045,0
111616,1,4.698925692055502,1
2448384,1,7.95281665060192,1
113152,1,5.556209569352624,1
19968,1,5.992747495730382,0
102912,1,6.378494151189238,0
109056,1,5.75242980202098,1
300032,1,6.496625655584041,0
116224,1,6.107367584589865,0
71960,1,6.505412105324796,0
39946,1,7.411157599902816,1
60154,1,6.124215971196183,1
164864,1,5.907474660299083,0
122880,1,5.325811706949679,1
1455008,1,7.226090583411653,0
239616,1,7.627591268449759,1
1266192,1,5.1180354163509,0
774624,1,6.2686551230846055,0
92160,1,7.657516955998533,1
666624,1,6.62246645252518,1
304728,1,6.358341274050924,0
270848,1,7.9547354919203,1
2598432,1,5.358221880824686,0
212480,1,4.966939864543472,1
165888,1,6.246607365160002,1
801752,1,6.695961826627924,0
12416,1,3.2752720377334623,1
84992,1,6.169832942154663,1
12205440,1,7.997552756467395,0
61984,1,5.332194310576895,0
92672,1,7.630064094971637,1
92672,1,7.642783388717684,1
150016,1,7.62064417881973,1
139264,1,5.459766339563295,0
987136,1,7.439618230604831,1
287744,1,7.885699891868504,1
91136,1,6.6296997494285925,1
780440,1,4.191230700897924,0
102400,1,5.700872389422726,1
91136,1,6.629892511983045,1
41504,1,4.870075387256706,0
168480,1,6.589273864532266,0
25104,1,6.737707211814519,0
881168,1,7.770483788955034,1
92672,1,6.207966354913188,0
95744,1,6.113858304450927,0
121856,1,5.521657604914429,1
674304,1,6.617916467627388,1
65536,1,7.918584741334822,1
48640,1,5.958496095859378,1
77824,1,6.134400570380295,1
27136,1,7.777565935008325,1
56192,1,5.491776623610539,0
352256,1,7.773529822244777,1
573440,1,7.814586181579404,1
217504,1,6.368705534397972,0
105984,1,5.646807143838034,1
20496,1,6.563946052454461,0
378488,1,6.264118395967665,0
4256032,1,6.4364388437720255,0
12552,1,6.344589967288006,0
57856,1,6.363821440044307,0
16384,1,3.0107515652192776,0
2113536,1,6.619858841708048,0
416256,1,7.976732001948505,1
3673088,1,6.2505336653124495,0
143360,1,7.48676007406459,1
123392,1,6.348795360849073,1
118272,1,5.335936930948543,1
254464,1,7.518498391867335,1
81920,1,7.149565232924368,0
185344,1,7.648279384518611,1
211456,1,7.836652651615134,1
821904,1,7.170981590989507,0
97240,1,5.41603241381325,0
23104,1,5.406973089958666,0
68096,1,6.328046551801531,0
152096,1,6.168994868702623,0
339792,1,6.490748147846101,0
68096,1,6.505990826811341,1
15944,1,5.597325038572132,0
9016328,1,7.999639080920469,0
67968,1,6.154478570854733,0
94208,1,7.638912920158816,1
226304,1,6.682717191158812,1
83968,1,7.780139876506544,1
16760,1,5.356041349548399,0
96256,1,7.620551984524445,1
210944,1,7.838520188391078,1
116224,1,7.671196690158404,1
103424,1,5.678310796775671,1
117248,1,5.268591778887888,1
159232,1,7.697374762058041,1
2620752,1,6.526678440558808,0
458240,1,7.643760942092045,1
1221632,1,6.732857902159098,0
385024,1,7.73179479930684,1
13328,1,6.747611221211452,0
124928,1,7.184000583073314,1
14848,1,5.515413146606514,0
92672,1,7.664919761865391,1
172648,1,6.269893197263786,0
221696,1,7.912972359859935,1
96256,1,6.560794115789955,1
344576,1,7.0414269367432025,0
48128,1,6.498499940637625,1
118784,1,5.466227980319227,1
102400,1,5.7008117729701455,1
297464,1,7.294663280119485,1
633664,1,6.653381368924338,0
73728,1,5.663941043063943,1
10112,1,6.148157674562431,0
399872,1,7.72431419700797,1
27136,1,5.30346628241316,1
29696,1,6.144891911584149,0
29808,1,6.373879561447564,0
312320,1,7.852889380123355,1
111616,1,4.67291061749376,1
35840,1,6.122922060402634,0
102400,1,6.147867460591927,1
193536,1,7.919144978292388,1
93696,1,3.640529476508424,0
348160,1,7.816631967676906,1
396400,1,5.473248248608591,0
1056768,1,6.452585706902894,0
129536,1,7.338829868010503,1
200704,1,5.414008511118383,1
92672,1,7.869511759209899,1
1506160,1,7.994353108167754,0
2337488,1,6.671272280439508,0
93184,1,7.625361822160343,1
354816,1,7.199813489501374,1
553304,0,6.313145729630547,0
40960,1,4.285637479266955,0
19456,1,6.172280527583999,1
103424,1,5.233148961525241,1
342016,1,7.784862296358016,1
138240,1,6.273138378892514,1
363520,1,6.502085719014957,0
94720,1,7.634602116527974,1
497784,1,5.792615215319636,0
2758144,1,7.996400943735292,1
20480,1,6.248692792013978,1
122880,1,5.325815259751146,1
227840,1,6.670372589942105,0
341504,1,5.457103433329464,1
101376,1,5.71795617075489,1
40448,1,7.072269075122943,1
270408,1,6.608827309085048,0
181760,1,6.824579335785565,0
652288,1,7.987490820705135,1
103424,1,5.678274179735511,1
40448,1,7.618579901741736,1
398336,1,6.377612306747677,0
141824,1,6.66460115260494,1
100864,1,6.288226698904658,1
88648,1,5.619203473144384,0
131072,1,5.3323313359789335,0
297472,1,7.413445497478714,1
53880,1,4.969198022536408,0
98296,1,6.469954475181671,0
189952,0,6.546425207872387,0
462939,1,7.87127401409192,1
181760,1,4.292278362543564,1
94720,1,7.663747313188375,1
177152,1,7.667852930455563,1
73728,1,4.438039888519358,1
78848,1,6.339147245364736,1
77898,1,5.82995424791985,0
229376,1,7.0522111529944205,1
14848,1,5.491214278525304,0
149504,1,7.588108708641133,1
279464,1,5.015401306034075,1
742912,1,6.486186117315277,0
98304,1,7.2822472047319105,1
16384,1,2.729939106769619,0
876544,1,6.70358152886319,0
99328,1,5.14261767863943,1
288768,1,7.6460693350692,1
30720,1,5.3740437663261424,1
1224704,1,6.431813055237677,0
25600,1,5.378316797414724,1
337920,1,7.58763588683218,1
21504,1,5.845017428642326,0
93184,1,7.622409060533285,1
131584,1,5.877875976067897,0
183560,1,6.522641136739695,0
118784,1,5.489698076913826,1
39624,1,4.593615514468801,0
47104,1,6.284730780318707,1
46592,1,6.022221122363835,0
118784,1,5.489615992642235,1
12416,1,3.274291777896249,1
269824,1,5.520336323152071,0
106496,1,6.344739782991022,0
106496,1,6.089724790530797,0
445440,1,7.699566141786626,1
15944,1,5.904043043219672,0
557056,1,6.463469420217739,0
15432,1,5.738048101380261,0
49152,1,4.524152500555028,0
79776,1,5.670007296422466,0
120320,1,7.394876373395881,1
103424,1,5.678275457244022,1
67584,1,6.500093918513048,1
170968,1,6.360094196991148,0
19968,1,7.662507146260679,1
149504,1,7.587887042348212,1
97280,1,6.187403654665493,1
74808,1,6.581805623673715,0
277024,1,6.211984349143615,0
102400,1,5.700901264448166,1
174592,1,7.628294829917897,1
800256,1,5.761427846493047,0
790528,1,7.812629698494367,1
100352,1,7.024193129602786,1
1306624,1,6.71423839350298,0
299024,1,6.331514005918345,0
114176,1,5.578487896374111,1
36946,1,3.573816723050693,0
47104,1,5.83555525844471,1
94720,1,7.643555792022296,1
32768,1,2.225563600651622,0
16400,1,6.314266190271204,0
120320,1,7.0200062086419885,1
25600,1,5.377532954775257,1
13936,1,6.317737948719763,0
258048,1,6.362777642755401,0
352256,1,6.540471628112806,1
72472,1,5.322196855990522,0
2237264,1,6.127684549615783,0
172032,1,7.283820741993191,1
103424,1,5.645538329772907,1
190376,1,5.759421591440934,1
25600,1,5.375843043722524,1
221184,1,7.805713095384728,1
25600,1,5.375449054071941,1
80384,1,6.831701497893359,0
485376,1,7.608477888923799,1
331264,1,7.322216728590959,1
115480,1,6.486471616380813,0
166400,1,7.843692589462245,1
46872,1,6.34554096845564,0
538528,1,6.493554959724381,0
1129368,1,6.739030531885102,0
65536,1,7.925664612791754,1
39512,1,4.447438320423116,0
226304,1,6.679201482895847,1
296760,1,6.50921853609959,0
38400,1,6.2368228813288376,1
64000,1,7.128534132881624,1
78336,1,6.728296725449674,1
38220656,1,7.999645516710925,0
122880,1,5.325803347038878,1
12416,1,3.2789376938786394,1
266240,1,7.196876719117512,1
8192,1,0.9477853579873298,0
19720,1,5.710164726111167,0
633848,1,7.180995069287877,0
576320,1,6.03205890323536,0
376832,1,6.041768490232202,1
333824,1,6.491403884562367,0
54784,1,6.195657280099481,0
765992,1,7.924388878850854,1
24576,1,5.770135514206331,0
35328,1,6.145131776980156,0
321536,1,7.7327383736969075,1
1415168,1,6.553017811120166,0
15944,1,5.616801805344781,0
790016,1,5.83136999021195,0
123904,1,5.413036987023522,1
67584,1,6.93750475521998,1
117760,1,5.227758088713825,1
1045328,1,6.554092531973451,0
262656,1,6.365615503385964,1
31648,1,5.631756472946978,0
20304,1,6.425430429116188,0
129536,1,7.338854217832359,1
473088,1,7.163373235387314,1
167424,1,7.828499532695448,1
13411640,1,7.999276721726789,0
21504,1,5.876490808498709,0
2974071,1,5.85414411491628,0
400384,0,6.706840517620296,0
164352,1,4.198498970608443,1
22528,1,5.880498402470246,0
59656,1,5.999340250505918,1
303104,1,6.071902468128188,1
18432,1,4.987894302980975,0
253952,1,7.943274235752729,1
74240,0,6.222153840795627,0
6952,1,6.5764093972760405,0
2367488,1,6.687691546016815,0
102400,1,5.7008958563327,1
491520,1,7.224877232160425,1
146944,1,6.701175127286211,1
408576,1,6.648802193476658,1
118272,1,5.3358959265333095,1
235520,1,6.447678685104272,0
2585872,1,7.976224453143546,0
93184,1,7.663420533180563,1
81920,1,7.145351726556944,0
134104,1,6.012861093603216,0
3072,1,3.673940138277639,0
380928,1,5.937941481151527,1
2832170,1,7.997033989112318,0
105472,1,5.6278542134887735,1
12313720,1,3.983220554498447,0
104448,1,7.452337731434794,1
17920,1,5.425461995700512,1
81920,1,6.3727331539563465,1
88080,1,6.476772819909442,0
113152,1,5.45797384869656,1
73728,0,4.471340380682449,0
109056,1,5.75238767266521,1
327680,1,6.354343719745991,0
57832,1,3.796370343774605,0
103424,1,5.678265814735476,1
108544,1,7.87842727839396,1
59656,1,5.998058751516424,1
96744,1,5.749426236419242,0
324936,1,6.33265881566437,0
118784,1,5.466272886528796,1
47976,1,4.691854738043265,0
151040,1,7.974994298717915,1
121856,1,5.521660940528787,1
287720,1,6.4599234280252285,0
31528,0,6.340369082677727,0
2650728,1,6.62830860194513,0
215072,1,6.533112039929248,0
57344,1,4.778996158024591,0
899072,1,7.998203435463153,1
40960,1,4.0691357618936905,0
4246112,1,6.167442607536143,0
291440,1,6.382544138110994,0
12416,1,3.282971573365661,1
9216,1,4.877470097103456,0
109056,1,5.752435687438659,1
340480,1,7.5633036444545585,1
344064,1,7.154288494262034,1
1198872,1,6.698263660753862,0
200192,1,7.81621116025017,1
47616,1,5.9657669109150415,1
204800,1,7.699465183826188,1
45056,1,4.657580913276696,0
336896,1,7.565591721395758,1
59656,1,5.998676790424137,1
216672,1,7.48922403645413,1
143888,1,6.614949301533992,0
108544,1,5.575105619153857,1
393728,1,6.427653964201462,1
100352,1,6.279750244730438,1
237056,1,7.049092775164738,1
194560,1,6.539022458626917,1
672768,1,6.60385850898524,0
15752,1,5.770737733097573,0
680960,1,6.55973711232383,0
733184,1,5.456465118297775,0
70952,1,5.635289524136176,0
452608,1,7.359267428752178,1
15360,1,5.649381604584803,1
390144,1,7.730597902836624,1
65536,1,6.264424622984579,0
67584,1,5.880935902008889,0
331776,1,7.287555052968982,1
868896,1,6.23361797460239,0
118784,1,5.489695757347215,1
481280,1,6.576344671201985,0
2478608,1,6.75620081503378,0
81920,1,4.826723598324143,0
406016,1,6.4888104327285525,0
101408,1,6.213722591068701,0
25349792,1,6.5633760632284925,0
141312,1,6.70015399253016,1
93184,1,7.623768640019324,1
231249,1,6.814698959062799,0
123904,1,5.184991505634626,1
325120,1,6.8563748363306125,1
115712,1,7.227791628850897,1
253992,1,7.397727042980379,1
99144,1,6.299104468120055,0
118272,1,5.335920958292436,1
28743,1,4.456337310207334,0
9728,1,5.111611517084417,0
57856,1,6.168089572287188,0
308736,1,7.922913838569845,1
3497832,1,6.592949657599112,0
209920,1,5.965249397049928,1
417792,1,7.972274649330993,1
2560,1,3.783097749598962,0
894464,1,7.750969280152277,0
161280,1,7.799203349819982,1
52224,1,7.823043292380594,1
54784,0,6.138195330770689,0
225280,1,6.755719200771047,1
131072,1,5.952357963381321,1
684032,1,7.121167227820842,1
73216,1,7.819084126065005,1
12416,1,3.274187029866789,1
59960,1,4.600950784789571,0
15432,1,5.623471364542938,0
111104,1,5.892621056980878,0
89600,1,7.482029796054977,1
221184,1,6.648873833327671,0
548864,1,7.712315442388614,1
41984,1,5.212037058302255,0
93296,1,6.033901205480257,0
19472,1,5.671570333383778,0
734720,1,7.989045463914254,1
159744,0,6.0574316772075285,0
1751904,1,5.978478019978936,0
550912,1,5.698167073224631,0
767296,1,6.909954534346571,0
5602208,1,6.242974215560258,0
94208,1,7.639492422241222,1
44678,1,7.084328041230085,1
236368,1,6.369512896550543,0
111112,1,7.501794110879143,1
167936,1,6.91046138246039,1
142340,1,7.44580961334745,1
64000,1,5.073762782965813,0
30264,1,4.460886255261235,0
15360,1,5.39803455951015,0
180226,1,2.127054242170249,1
25600,1,5.378056882530293,1
247808,1,6.2734069539159805,0
14336,1,5.344908934340916,0
1691648,1,6.619971754583071,0
185344,1,7.7136554621894415,1
42496,1,6.06081297852865,0
94208,1,5.331063556892599,0
10240,1,4.514900878610254,0
52024,1,4.507484173890365,0
196608,1,7.288485404892225,1
50688,1,5.078613110240926,1
263680,1,7.622636247348972,1
61440,1,6.2035122322575225,1
1066280,1,6.539886416936234,0
26624,1,6.042526840705415,0
78848,1,7.485502971842115,1
91648,1,7.654820008542094,1
128000,1,7.928438303694807,1
118784,1,5.489689775981125,1
864912,1,6.712170718631243,0
75016,1,7.029165080612853,1
94720,1,7.640086913480491,1
226816,1,7.568586059061075,1
118272,1,5.231021526579426,1
493568,1,6.185874843255926,0
324096,1,6.05478494085052,0
16295712,1,7.94023472099536,0
1536,1,3.351305479222176,0
48128,1,6.5139449211606415,1
19472,1,5.713314675342297,0
130048,1,7.474760508590579,1
122368,1,5.515044938715376,1
242192,1,6.09443656926043,0
495616,1,7.6631287096838,1
15944,1,5.579175301802781,0
56320,1,5.893154356632682,0
188960,1,6.390046564979654,0
407160,1,6.216272830194793,0
262600,1,6.426736112225004,0
15944,1,5.5571615559750125,0
86856,1,6.410315314050905,0
24265736,1,7.956208686696144,0
23040,1,5.910349370299228,0
129024,1,6.075287049744923,1
44544,1,5.559768781865366,1
225280,1,7.65755451800422,1
2240512,1,5.47539745190808,0
130560,1,7.345443902135768,1
497496,1,6.4985286488877225,0
1456128,1,7.430707117502393,0
1911592,1,7.996688744282588,0
122880,1,5.32582974942478,1
389120,1,7.979350792575679,1
104960,1,5.92956856136187,1
183296,1,7.218083282049315,1
24064,1,6.161054975049517,0
56832,1,7.663706941093612,1
20992,1,5.915772832584821,0
37888,1,6.226546783072461,0
14336,1,5.682361754682153,0
50688,1,5.629684002676681,1
29696,1,6.086126941150996,0
117760,1,5.227773025753908,1
11395147,1,7.997807250090037,0
182800,1,6.992285120751397,0
188416,1,7.100532924888998,1
25600,1,5.688858716151559,1
103424,1,5.678276075049742,1
208896,1,5.430216813325106,1
450560,1,7.830421620427844,1
11016,1,6.111462557793693,0
24576,1,6.339523754344074,1
20992,1,7.059095510518694,1
110592,1,5.5794896875195095,0
20864,1,5.10081631697087,0
27648,1,7.739842133763354,1
125912,1,5.916033541258594,0
183808,1,7.714861682699293,1
5279744,1,5.78970317133941,0
134656,1,7.014814237756044,1
2560,1,3.792644190576468,0
232232,1,6.311457808827997,0
113152,1,5.45802823288946,1
7569936,1,6.524004108278702,0
113152,1,5.722022214903304,1
25600,1,5.378070475152287,1
39424,1,6.143399783299969,0
249856,1,7.954809234711722,1
926224,1,6.670326430967897,0
73480,1,7.03026926641386,1
86016,1,5.927506282159939,1
117760,1,5.227752693705061,1
79872,1,6.1538186789704605,1
31944,1,5.63143206294787,0
270592,1,7.879392498787885,1
66592,1,6.201798230308538,0
114690,1,2.59194079077497,0
16896,1,5.485200795755432,0
134144,1,6.467154579330875,0
865280,1,7.97860771512486,1
48640,1,6.260665399487771,1
700760,1,7.735627355851822,0
59904,1,6.229316409761478,0
75264,1,7.841830411474073,1
94720,1,7.63532409118389,1
396800,1,6.768436854165544,0
15360,1,5.83966234639806,1
336896,1,7.565593047730649,1
93696,1,7.143542573648765,1
8133120,1,5.8939351472359816,0
105984,1,5.623270321496512,1
396800,1,6.949269955929294,1
130560,1,7.345470751216236,1
177664,1,6.204436705585154,0
281936,1,6.474583909934745,0
813056,1,6.756298709471289,1
39936,1,6.40146662723186,1
164184,1,6.055899496839938,0
9728,1,4.575371300134721,0
161560,1,6.471612294910902,0
77824,0,4.325694242077329,0
94208,1,7.6407280783435265,1
99328,1,5.142875351107369,1
629616,1,6.314497296434889,0
73480,1,7.030840364650329,1
22016,1,6.102801627924067,0
1431048,1,6.301327026186142,0
58368,1,6.274067268480687,0
78336,1,6.866943532212222,1
19768,1,6.423138568287569,0
168448,1,5.896692981232822,0
108544,1,5.899549565580291,0
551232,1,6.285854792275224,0
48128,1,6.277634294187753,1
48128,1,6.557960397835221,1
1967952,1,6.565528157676562,0
82232,1,6.478356400850583,0
1110476,1,7.98633317344829,0
46592,1,5.885355407214783,1
156672,0,4.679361434599849,0
23552,1,5.340727596708234,0
3548672,1,3.306212899938234,0
78848,1,6.430840387986654,1
53760,1,7.528716948459359,1
774656,1,6.564676257205336,1
240392,1,6.287580625535096,0
122880,1,5.325789158922411,1
32768,1,6.073447848206553,0
169808,1,6.442693024677392,0
92672,1,7.653452517372718,1
18944,1,5.098412587830515,1
107008,1,5.970886711408831,1
320000,1,7.927187075404657,1
23552,1,6.609887064448071,1
88200,1,6.095820627239197,0
464920,1,5.79677477107858,0
740968,1,6.270897151786866,0
81997,1,6.272722221011902,0
131896,1,6.330631941256767,0
113152,1,5.722026235680408,1
